date,flu,griep,swine flu,symptoms of flu,flu remedies,home remedies,flu home remedies,home remedies for flu,flu medication,flu during pregnancy,pneumonia,pneumonia symptoms,bronchitis,what is pneumonia,pneumonia in children,pnet,mono,meningitis,rsv,meningitis symptoms,signs of meningitis
2011-05-01,41.28378378378378,23.529411764705884,2.52,8.148148148148147,12.399355877616747,66.23076923076923,25.0,33.333333333333336,30.76923076923077,100.0,30.753246753246753,7.850789096126256,15.0,0.0,0.0,79.0,36.170212765957444,26.0,20.0,0.0,0.0
2011-05-08,38.108108108108105,0.0,3.42,6.984126984126983,23.027375201288244,67.84615384615384,25.0,33.333333333333336,61.53846153846154,23.529411764705884,28.25974025974026,0.0,28.0,0.0,0.0,88.0,8.51063829787234,12.0,80.0,7.407407407407407,0.0
2011-05-15,53.35135135135135,41.1764705882353,0.0,8.148148148148147,12.399355877616747,27.46153846153846,25.0,33.333333333333336,30.76923076923077,0.0,40.72727272727273,7.850789096126256,44.0,41.1764705882353,36.8421052631579,71.0,22.340425531914892,38.0,85.0,7.407407407407407,0.0
2011-05-22,37.47297297297297,23.529411764705884,0.0,8.148148148148147,35.42673107890499,49.26923076923077,100.0,100.0,92.3076923076923,0.0,43.22077922077922,7.414634146341464,35.0,0.0,0.0,65.0,29.78723404255319,36.0,60.0,37.03703703703704,0.0
2011-05-29,57.79729729729729,35.294117647058826,9.72,31.428571428571423,0.0,23.423076923076923,0.0,0.0,0.0,0.0,49.87012987012987,22.680057388809182,51.0,0.0,0.0,64.0,30.851063829787233,16.0,20.0,0.0,0.0
2011-06-05,47.0,0.0,18.0,31.428571428571423,47.82608695652174,46.03846153846154,25.0,33.333333333333336,30.76923076923077,0.0,64.0,14.829268292682928,50.0,41.1764705882353,36.8421052631579,77.0,38.297872340425535,28.0,20.0,14.814814814814815,49.45454545454546
2011-06-12,100.0,0.0,100.0,27.499999999999996,55.79710144927537,62.11538461538462,9.615384615384617,12.820512820512823,38.46153846153846,0.0,72.0,16.390243902439025,69.44444444444444,45.7516339869281,0.0,79.85185185185185,16.03166749134092,25.152542372881356,30.0,8.08080808080808,0.0
2011-06-19,98.0,0.0,94.0,23.57142857142857,15.942028985507246,69.42307692307692,0.0,0.0,0.0,0.0,58.0,7.414634146341464,45.138888888888886,41.1764705882353,0.0,82.70370370370371,14.250371103414153,31.322033898305087,6.25,21.54882154882155,0.0
2011-06-26,72.00000000000001,0.0,59.99999999999999,43.21428571428571,0.0,55.53846153846154,7.6923076923076925,10.256410256410257,30.76923076923077,0.0,60.0,15.609756097560977,33.33333333333333,0.0,0.0,66.54320987654322,30.282038594755072,29.423728813559322,0.0,30.976430976430976,52.36363636363636
2011-07-03,66.0,0.0,26.0,7.857142857142856,0.0,29.23076923076923,7.6923076923076925,10.256410256410257,30.76923076923077,0.0,84.0,15.609756097560977,59.027777777777786,0.0,36.8421052631579,81.75308641975309,55.22018802572984,10.440677966101696,0.0,14.814814814814815,0.0
2011-07-10,47.0,0.0,36.0,7.857142857142856,31.884057971014492,19.000000000000004,0.0,0.0,100.0,0.0,66.0,15.21951219512195,38.888888888888886,86.9281045751634,0.0,75.09876543209876,33.84463137060861,20.88135593220339,13.75,29.62962962962963,0.0
2011-07-17,36.00000000000001,0.0,20.0,31.428571428571423,15.942028985507246,51.15384615384616,15.384615384615385,20.512820512820515,0.0,0.0,62.0,14.439024390243906,30.555555555555554,0.0,0.0,68.44444444444444,18.703612073231074,24.677966101694913,26.25,13.468013468013469,0.0
2011-07-24,48.0,0.0,21.0,15.714285714285712,15.942028985507246,38.00000000000001,0.0,0.0,0.0,0.0,60.0,27.70731707317073,52.777777777777786,36.60130718954249,32.748538011695906,68.44444444444444,35.62592775853538,18.983050847457626,12.5,20.202020202020204,0.0
2011-07-31,29.0,0.0,14.999999999999998,23.57142857142857,31.884057971014492,35.07692307692308,0.0,0.0,61.53846153846154,0.0,37.0,7.024390243902439,29.166666666666664,0.0,0.0,73.19753086419753,31.17268678871846,16.610169491525426,0.0,20.202020202020204,0.0
2011-08-07,30.0,0.0,10.0,23.57142857142857,31.884057971014492,40.19230769230769,0.0,0.0,0.0,0.0,72.0,0.0,50.0,0.0,73.6842105263158,62.74074074074074,24.047501237011378,15.186440677966102,6.25,14.814814814814815,0.0
2011-08-14,27.999999999999996,0.0,16.0,19.64285714285714,31.884057971014492,57.73076923076923,7.6923076923076925,10.256410256410257,0.0,0.0,93.0,6.634146341463416,33.33333333333333,0.0,0.0,69.39506172839506,50.766947055912915,24.677966101694913,23.75,25.589225589225588,45.09090909090909
2011-08-21,29.0,0.0,10.999999999999998,15.714285714285712,0.0,63.57692307692307,0.0,0.0,30.76923076923077,0.0,100.0,0.0,33.33333333333333,0.0,0.0,71.29629629629629,33.84463137060861,20.406779661016948,0.0,25.589225589225588,0.0
2011-08-28,25.0,0.0,7.0,19.64285714285714,0.0,43.84615384615385,7.6923076923076925,10.256410256410257,0.0,0.0,100.0,12.878048780487806,27.77777777777778,0.0,0.0,70.34567901234568,37.40722414646215,31.322033898305087,0.0,18.855218855218855,0.0
2011-09-04,32.0,0.0,12.0,35.357142857142854,15.942028985507246,48.96153846153847,13.461538461538463,10.256410256410257,0.0,0.0,56.0,0.0,16.666666666666664,0.0,0.0,68.44444444444444,54.32953983176645,10.915254237288137,23.75,12.121212121212123,0.0
2011-09-11,30.0,0.0,13.0,0.0,55.79710144927537,57.0,21.153846153846157,28.205128205128208,0.0,0.0,56.0,39.024390243902445,43.75,36.60130718954249,0.0,85.55555555555557,33.84463137060861,19.93220338983051,0.0,6.734006734006734,0.0
2011-09-18,24.0,0.0,9.0,15.714285714285712,31.884057971014492,57.73076923076923,21.153846153846157,28.205128205128208,0.0,0.0,63.0,19.512195121951223,44.44444444444444,0.0,0.0,73.19753086419753,24.938149430974768,18.033898305084747,11.25,12.121212121212123,0.0
2011-09-25,36.00000000000001,0.0,2.0,0.0,0.0,59.1923076923077,23.076923076923077,30.76923076923077,0.0,0.0,7.0,6.634146341463416,56.94444444444444,0.0,0.0,70.34567901234568,16.922315685304305,16.135593220338983,0.0,6.734006734006734,0.0
2011-10-02,30.0,0.0,14.999999999999998,7.857142857142856,47.82608695652174,53.346153846153854,15.384615384615385,20.512820512820515,0.0,0.0,59.0,0.0,22.916666666666664,0.0,0.0,73.19753086419753,47.20435428005938,20.88135593220339,6.25,18.855218855218855,0.0
2011-10-09,37.0,0.0,3.0,7.857142857142856,15.942028985507246,63.57692307692307,7.6923076923076925,10.256410256410257,0.0,0.0,81.0,19.121951219512198,37.5,0.0,0.0,77.0,20.484908461157847,15.186440677966102,11.25,18.855218855218855,42.18181818181818
2011-10-16,21.999999999999996,0.0,2.0,7.857142857142856,15.942028985507246,42.38461538461539,0.0,0.0,30.76923076923077,0.0,21.0,6.2439024390243905,32.638888888888886,0.0,65.49707602339181,68.44444444444444,36.51657595249877,24.20338983050847,11.25,12.121212121212123,43.63636363636364
2011-10-23,21.999999999999996,0.0,9.0,0.0,31.884057971014492,70.15384615384616,21.153846153846157,28.205128205128208,30.76923076923077,0.0,21.0,0.0,11.11111111111111,73.20261437908498,0.0,67.49382716049382,37.40722414646215,10.915254237288137,6.25,0.0,0.0
2011-10-30,19.999999999999996,0.0,7.0,7.857142857142856,15.942028985507246,45.30769230769231,0.0,0.0,0.0,0.0,28.0,19.121951219512198,32.638888888888886,36.60130718954249,0.0,76.04938271604938,37.40722414646215,13.288135593220339,6.25,6.734006734006734,0.0
2011-11-06,17.0,0.0,0.0,7.857142857142856,55.79710144927537,48.23076923076923,0.0,0.0,0.0,0.0,56.0,6.2439024390243905,5.555555555555555,0.0,0.0,86.50617283950618,32.953983176645224,19.93220338983051,11.25,12.121212121212123,0.0
2011-11-13,21.999999999999996,0.0,0.0,0.0,0.0,63.57692307692307,0.0,0.0,0.0,0.0,64.0,13.268292682926832,11.11111111111111,0.0,0.0,77.0,42.75111331024245,22.779661016949152,12.5,0.0,0.0
2011-11-20,17.0,0.0,0.0,0.0,31.884057971014492,73.07692307692308,13.461538461538463,17.948717948717952,30.76923076923077,0.0,78.0,6.634146341463416,27.08333333333333,36.60130718954249,0.0,72.24691358024691,24.938149430974768,19.93220338983051,0.0,6.734006734006734,0.0
2011-11-27,12.0,0.0,0.0,0.0,23.91304347826087,55.53846153846154,13.461538461538463,17.948717948717952,0.0,0.0,41.0,0.0,31.944444444444443,0.0,0.0,63.69135802469136,36.51657595249877,10.915254237288137,17.5,18.855218855218855,42.18181818181818
2011-12-04,12.0,0.0,0.0,7.857142857142856,15.942028985507246,59.92307692307693,13.461538461538463,17.948717948717952,0.0,0.0,27.0,6.2439024390243905,15.972222222222221,0.0,32.748538011695906,63.69135802469136,32.06333498268184,12.813559322033898,0.0,0.0,0.0
2011-12-11,33.0,0.0,4.0,0.0,15.942028985507246,47.5,7.6923076923076925,10.256410256410257,0.0,0.0,31.0,7.024390243902439,6.25,0.0,0.0,55.135802469135804,27.61009401286492,9.966101694915254,6.25,6.734006734006734,0.0
2011-12-18,6.999999999999999,0.0,0.0,0.0,15.942028985507246,51.88461538461539,0.0,0.0,0.0,0.0,51.0,0.0,6.25,0.0,0.0,41.82716049382716,19.594260267194457,26.576271186440678,7.5,8.08080808080808,0.0
2011-12-25,13.0,0.0,0.0,0.0,23.91304347826087,58.46153846153846,0.0,0.0,0.0,0.0,43.0,19.902439024390247,42.36111111111111,0.0,0.0,41.82716049382716,12.469074715487384,20.406779661016948,0.0,0.0,0.0
2012-01-01,26.999999999999996,0.0,0.0,7.857142857142856,0.0,60.65384615384616,0.0,0.0,0.0,0.0,40.0,0.0,18.055555555555554,0.0,0.0,77.0,18.703612073231074,17.559322033898304,0.0,6.734006734006734,0.0
2012-01-08,18.000000000000004,0.0,2.0,0.0,15.942028985507246,53.346153846153854,19.230769230769234,17.948717948717952,0.0,0.0,25.0,11.707317073170733,14.583333333333332,0.0,28.65497076023392,95.06172839506172,52.54824344383969,11.864406779661017,5.0,5.3872053872053876,0.0
2012-01-15,24.0,0.0,0.0,7.857142857142856,0.0,59.1923076923077,25.0,25.641025641025646,0.0,0.0,43.0,11.317073170731707,9.722222222222221,0.0,0.0,93.1604938271605,29.39139040079169,13.76271186440678,5.0,5.3872053872053876,0.0
2012-01-22,10.999999999999998,0.0,2.0,7.857142857142856,0.0,37.269230769230774,0.0,0.0,23.076923076923077,0.0,48.0,5.463414634146343,13.88888888888889,32.02614379084967,0.0,82.70370370370371,39.188520534388914,24.677966101694913,5.0,37.71043771043771,0.0
2012-01-29,26.999999999999996,0.0,2.0,11.785714285714285,15.942028985507246,51.15384615384616,5.769230769230769,7.6923076923076925,46.15384615384615,0.0,54.0,0.0,9.722222222222221,0.0,0.0,82.70370370370371,46.31370608609599,22.779661016949152,5.0,5.3872053872053876,0.0
2012-02-05,26.999999999999996,0.0,3.0,0.0,0.0,36.53846153846154,0.0,0.0,23.076923076923077,0.0,36.0,0.0,13.88888888888889,0.0,0.0,95.06172839506172,17.81296387926769,18.508474576271187,15.0,16.16161616161616,0.0
2012-02-12,16.0,0.0,3.0,11.785714285714285,0.0,38.00000000000001,0.0,0.0,0.0,0.0,82.0,5.463414634146343,9.027777777777777,0.0,28.65497076023392,78.90123456790124,27.61009401286492,5.694915254237288,10.0,5.3872053872053876,36.36363636363637
2012-02-19,17.0,0.0,6.0,11.785714285714285,15.942028985507246,40.19230769230769,0.0,0.0,23.076923076923077,0.0,94.0,10.536585365853659,13.194444444444446,0.0,24.56140350877193,85.55555555555557,27.61009401286492,18.508474576271187,15.0,5.3872053872053876,0.0
2012-02-26,15.0,0.0,3.0,3.928571428571428,23.91304347826087,61.38461538461539,11.538461538461538,15.384615384615385,0.0,0.0,46.0,0.0,36.80555555555556,0.0,28.65497076023392,75.09876543209876,27.61009401286492,14.711864406779661,5.0,16.16161616161616,0.0
2012-03-04,23.000000000000004,0.0,3.0,11.785714285714285,7.971014492753623,50.42307692307693,0.0,0.0,23.076923076923077,0.0,40.0,0.0,44.44444444444444,27.450980392156865,0.0,83.65432098765432,20.484908461157847,12.813559322033898,0.0,10.774410774410775,0.0
2012-03-11,25.0,0.0,3.0,15.714285714285712,7.971014492753623,46.769230769230774,11.538461538461538,15.384615384615385,0.0,0.0,69.0,10.536585365853659,18.055555555555554,0.0,28.65497076023392,77.0,31.17268678871846,18.508474576271187,23.75,16.16161616161616,0.0
2012-03-18,30.0,0.0,0.0,7.857142857142856,15.942028985507246,45.30769230769231,13.461538461538463,17.948717948717952,23.076923076923077,0.0,94.0,5.853658536585367,14.583333333333332,0.0,0.0,64.64197530864197,32.953983176645224,17.559322033898304,31.25,5.3872053872053876,0.0
2012-03-25,27.999999999999996,0.0,5.0,11.785714285714285,15.942028985507246,51.15384615384616,0.0,0.0,23.076923076923077,0.0,49.0,0.0,37.5,0.0,28.65497076023392,71.29629629629629,32.06333498268184,20.88135593220339,10.0,10.774410774410775,0.0
2012-04-01,32.0,0.0,4.0,0.0,15.942028985507246,52.61538461538461,7.6923076923076925,10.256410256410257,53.84615384615385,0.0,90.0,6.2439024390243905,10.416666666666664,0.0,0.0,57.98765432098765,32.06333498268184,28.0,11.25,18.855218855218855,42.18181818181818
2012-04-08,41.0,0.0,2.0,19.64285714285714,15.942028985507246,72.34615384615384,5.769230769230769,7.6923076923076925,53.84615384615385,0.0,51.0,0.0,40.27777777777778,0.0,0.0,61.79012345679013,26.719445818901534,18.508474576271187,32.5,0.0,0.0
2012-04-15,29.0,0.0,9.0,0.0,31.884057971014492,39.46153846153846,5.769230769230769,7.6923076923076925,46.15384615384615,0.0,86.0,10.536585365853659,31.25,0.0,0.0,67.49382716049382,24.047501237011378,21.830508474576273,10.0,14.814814814814815,0.0
2012-04-22,46.00000000000001,0.0,3.0,7.857142857142856,39.85507246376812,40.92307692307692,0.0,0.0,0.0,0.0,57.0,17.5609756097561,9.722222222222221,32.02614379084967,0.0,53.23456790123457,40.969816922315694,11.864406779661017,26.25,0.0,0.0
2012-04-29,31.0,0.0,3.0,0.0,15.942028985507246,57.73076923076923,5.769230769230769,7.6923076923076925,76.92307692307692,0.0,68.0,0.0,29.166666666666664,64.05228758169935,0.0,52.283950617283956,25.82879762493815,23.728813559322035,15.0,10.774410774410775,0.0
2012-05-06,47.0,0.0,6.0,0.0,23.91304347826087,36.53846153846154,11.538461538461538,15.384615384615385,0.0,0.0,78.0,5.073170731707317,43.75,27.450980392156865,24.56140350877193,63.69135802469136,46.31370608609599,21.35593220338983,18.75,5.3872053872053876,0.0
2012-05-13,31.0,0.0,1.0,11.785714285714285,7.971014492753623,69.42307692307692,11.538461538461538,15.384615384615385,46.15384615384615,0.0,90.0,15.609756097560977,43.75,59.47712418300654,24.56140350877193,56.08641975308642,9.797130133597229,33.69491525423729,18.75,29.62962962962963,34.909090909090914
2012-05-20,31.0,0.0,6.0,23.57142857142857,31.884057971014492,48.23076923076923,5.769230769230769,7.6923076923076925,46.15384615384615,0.0,29.0,10.536585365853659,53.472222222222214,86.9281045751634,24.56140350877193,54.18518518518518,16.922315685304305,21.35593220338983,5.0,25.589225589225588,0.0
2012-05-27,47.0,0.0,3.0,11.785714285714285,7.971014492753623,68.6923076923077,17.307692307692307,23.076923076923077,69.23076923076923,0.0,63.0,0.0,54.16666666666666,27.450980392156865,0.0,62.74074074074074,24.047501237011378,47.45762711864407,5.0,30.976430976430976,0.0
2012-06-03,31.0,0.0,3.0,27.499999999999996,23.91304347826087,38.00000000000001,5.769230769230769,7.6923076923076925,0.0,0.0,57.0,16.0,27.08333333333333,0.0,28.65497076023392,63.69135802469136,24.047501237011378,27.52542372881356,10.0,10.774410774410775,36.36363636363637
2012-06-10,37.296875,0.0,3.0,27.5,71.73913043478261,58.0,2.8846153846153846,7.6923076923076925,0.0,0.0,58.583333333333336,17.000000000000004,27.76898734177215,0.0,28.65497076023392,69.66242283950618,39.8286739238001,23.82007822685789,13.333333333333332,7.18294051627385,0.0
2012-06-17,41.65625,0.0,3.0,0.0,71.73913043478261,59.00000000000001,5.769230769230769,15.384615384615385,0.0,0.0,61.75,100.0,15.427215189873415,0.0,28.65497076023392,67.67206790123457,24.047501237011378,49.22816166883964,10.0,7.18294051627385,0.0
2012-06-24,28.09375,0.0,9.545454545454543,15.0,0.0,51.99999999999999,0.0,0.0,0.0,0.0,52.25,17.000000000000004,12.684599156118143,0.0,28.65497076023392,65.68171296296296,25.55047006432459,20.11473272490222,14.166666666666666,15.26374859708193,39.3939393939394
